1.287115683846437264e+00 7.113558941047621431e+00
-1.665976254835699777e+01 -3.688415110247134976e+01
-2.018300170735592314e+00 4.783711950661938772e+00
4.507321336280142532e+00 3.899765303880555312e+00
6.594327047691621146e+00 -6.113023145689240323e-01
7.451759704814233487e+01 -7.890693486850884142e+01
-8.385062360982402652e-01 -9.734826218970674461e+00
4.398669011626046910e+01 -1.785157069055127721e+01
-4.999403024373286542e+00 -1.040972984664952250e+00
-1.769272578771314386e+01 -2.356640684328425550e+00
-4.310649967079882572e-02 6.070073308016308289e-01
-5.886568791176248538e+00 2.792678978694834058e+00
-2.984773394151194736e+01 1.873898015062149369e+01
-8.247324339474012334e+00 -4.641338372856239403e+01
1.935358527564736164e+01 -7.493395996577708829e+00
5.722943168969617034e+01 -2.933226188109345856e+01
5.079569277545743233e+01 6.946708888603860999e+01
4.307284660452577896e+01 -4.987808204508489496e+01
-4.562913374981659942e+00 -6.234784722605677842e+00
-2.509184858978623112e+01 3.364311027144918853e+01
6.279330767300507432e+00 9.356121519071649573e+00
-1.197978801512164360e+01 1.484210626166363056e+01
-1.320904864839742743e+01 -1.707458108049623036e+01
-5.058077736129713031e+01 -2.866201223397215969e+01
3.130383926950664630e+01 3.397043788942609410e+01
-3.310278415090116333e+00 1.244319863005765114e+01
1.000000000000000000e+02 1.045501554641288777e+01
-9.054866502349234736e+00 6.721103965055519325e-01
-3.210555020938261350e+01 2.519659951258779529e+01
7.998969364309678554e+01 -3.254412258400493130e+01
7.440549450887889549e+00 2.815971264848926126e+00
5.716933546717247339e+01 5.338755462186363587e+01
