5.120000000000000000e+02 4.124985393074325657e+02
4.811839734952752110e+02 3.736737560160818248e+02
5.120000000000000000e+02 3.757069806897380886e+02
4.454556177328411195e+02 4.593273746263056410e+02
5.120000000000000000e+02 5.073560705607058594e+02
5.006243010539371880e+02 3.938925194400359828e+02
5.120000000000000000e+02 4.421855780871603656e+02
4.929866350131938475e+02 2.783951438777291401e+02
5.120000000000000000e+02 4.068951365727973553e+02
4.938163572047491243e+02 3.858884709505249475e+02
4.652292755053144333e+02 4.338105319468526204e+02
5.120000000000000000e+02 5.030869977632037262e+02
3.605199612065869701e+02 -1.180356097205776109e+02
4.479979259903826687e+02 4.475224113176046217e+02
4.921003291051987389e+02 4.583958393521799053e+02
5.120000000000000000e+02 3.401974710936686961e+02
5.086285256621330291e+02 3.339493568499690355e+02
4.294186740987195208e+02 1.416624316722383696e+02
4.967742854380495601e+02 2.853073443633513762e+02
5.120000000000000000e+02 3.773988361031224485e+02
5.120000000000000000e+02 4.443369297586385755e+02
9.417458579348271996e+01 3.681186734951045310e+02
4.210160500659252421e+02 3.307239904058551474e+02
5.120000000000000000e+02 4.039711250525040782e+02
4.381574060535347144e+02 5.120000000000000000e+02
5.120000000000000000e+02 2.785634916577416789e+02
5.120000000000000000e+02 3.701949744438666698e+02
4.726424894451895398e+02 4.372873129799216940e+02
5.120000000000000000e+02 3.932028309586696082e+02
5.120000000000000000e+02 3.808533260456379708e+02
5.120000000000000000e+02 4.176161187691070040e+02
5.120000000000000000e+02 4.205574037230134650e+02
