5.120000000000000000e+02 4.049086236520340663e+02
5.120000000000000000e+02 2.733822453153615584e+02
5.120000000000000000e+02 4.814510880067193739e+02
4.086757536937295754e+02 4.576196700743448673e+02
4.305065953356153159e+02 4.333584389839838877e+02
4.258133902912514941e+02 4.664407751998348317e+02
4.092144025676201977e+02 4.677510497634993385e+02
4.943350614773049188e+02 4.432281481850195064e+02
3.997762945768446343e+02 -1.224559032667137046e+02
4.597538521106968687e+02 4.890797905142700301e+02
3.973667964217837607e+02 -4.817339583943484058e+02
5.060089823748543267e+02 5.120000000000000000e+02
4.739267509367963953e+02 4.526899796955822239e+02
4.244033098253825074e+02 4.702030843932442963e+02
4.764678130348629566e+02 4.409306399855685186e+02
4.811488483029325494e+02 4.354822156936392616e+02
4.810936338435719222e+02 4.362551556774299115e+02
5.120000000000000000e+02 5.000570027959722665e+02
5.120000000000000000e+02 4.355159624954889068e+02
5.120000000000000000e+02 4.319857094315087807e+02
5.120000000000000000e+02 4.630753519730452581e+02
3.485705291802418060e+01 5.120000000000000000e+02
-8.071320666724238890e+01 4.804632357059160199e+02
5.120000000000000000e+02 4.045654201233913909e+02
5.120000000000000000e+02 3.688393265360596160e+02
1.422338313730988943e+02 -5.120000000000000000e+02
5.120000000000000000e+02 4.048570577811595967e+02
5.120000000000000000e+02 4.040311726056378916e+02
5.120000000000000000e+02 4.356795540172803953e+02
5.120000000000000000e+02 4.079824864632508366e+02
5.120000000000000000e+02 3.820646054008106489e+02
4.906432484248734340e+02 4.236435427779950942e+02
