5.120000000000000000e+02 4.090925213046002682e+02
4.706843989587082433e+02 4.445068850911202389e+02
4.392917757359799111e+02 1.150754967957160204e+02
5.120000000000000000e+02 4.531525707327668897e+02
4.246208076675924303e+02 4.785965286641496164e+02
3.699808534751069260e+02 3.679979321980068221e+02
7.586573066459567372e+01 3.373593285868145699e+02
-2.290822009144417848e+02 3.594615766941111588e+02
3.488141945431864315e+02 -2.775270043340615302e+02
3.950700857647897237e+02 -3.545393564431772120e+02
4.491430565156382499e+02 -3.461501260900655552e+01
4.421572749329978365e+02 5.120000000000000000e+02
4.599333272516923898e+02 4.503851877509908377e+02
4.425883445573571180e+02 4.589396826994081380e+02
4.441266839699171669e+02 4.649866858485191869e+02
4.739358366032023469e+02 4.131872877127003676e+02
4.759000706157099785e+02 4.296979277541062743e+02
5.120000000000000000e+02 3.806149685869722816e+02
5.120000000000000000e+02 4.232706178907010894e+02
-3.121575697603037725e+02 5.120000000000000000e+02
-2.674865653665204377e+02 5.120000000000000000e+02
4.413655175323211779e+02 4.362963216267310145e+02
-1.193077726378016905e+02 4.925769269840546372e+02
5.120000000000000000e+02 3.359435092767280366e+02
5.120000000000000000e+02 4.640569057403742477e+02
5.120000000000000000e+02 5.120000000000000000e+02
5.120000000000000000e+02 4.022549319570932198e+02
5.120000000000000000e+02 4.053377500908560478e+02
5.120000000000000000e+02 3.823617163731093456e+02
5.120000000000000000e+02 3.736541609453198589e+02
5.120000000000000000e+02 3.960298239998835470e+02
4.706339790232186147e+02 4.589050689962638785e+02
